date,type,tokens,requests
2020-10-11,Summarization,1421,1
2020-10-12,Generation,4504,4
2020-10-12,Embedding,1048,3
2020-10-12,Summarization,1183,2
2020-10-13,Generation,4485,5
2020-10-13,Embedding,1042,4
2020-10-13,Summarization,1121,3
2020-10-14,Generation,4306,3
2020-10-14,Embedding,1048,2
2020-10-14,Summarization,2162,2
2020-10-15,Generation,3964,5
2020-10-15,Embedding,919,3
2020-10-15,Summarization,1371,4
2020-10-16,Generation,4314,4
2020-10-16,Embedding,1006,1
2020-10-16,Summarization,1664,3
2020-10-17,Generation,4051,4
2020-10-17,Embedding,995,1
2020-10-17,Summarization,1462,3
2020-10-18,Generation,4354,1
2020-10-18,Embedding,1049,1
2020-10-18,Summarization,1352,1
2020-10-19,Generation,4565,5
2020-10-19,Embedding,846,3
2020-10-19,Summarization,1037,4
2020-10-20,Generation,4214,5
2020-10-20,Embedding,1066,2
2020-10-20,Summarization,1707,2
2020-10-21,Generation,3907,4
2020-10-21,Embedding,905,1
2020-10-21,Summarization,1484,2
2020-10-22,Generation,3702,5
2020-10-22,Embedding,1052,4
2020-10-22,Summarization,1483,3
2020-10-23,Generation,4203,5
2020-10-23,Embedding,971,3
2020-10-23,Summarization,1666,3
2020-10-24,Generation,4011,5
2020-10-24,Embedding,912,1
2020-10-24,Summarization,1434,3
2020-10-25,Generation,4184,4
2020-10-25,Embedding,1079,2
2020-10-25,Summarization,1669,3
2020-10-26,Generation,4100,2
2020-10-26,Embedding,869,3
2020-10-26,Summarization,2065,4
2020-10-27,Generation,3983,5
2020-10-27,Embedding,857,2
2020-10-27,Summarization,1922,1
2020-10-28,Generation,4311,3
2020-10-28,Embedding,842,2
2020-10-28,Summarization,1849,2
2020-10-29,Generation,4188,2
2020-10-29,Embedding,1151,5
2020-10-29,Summarization,852,3
2020-10-30,Generation,4308,2
2020-10-30,Embedding,888,2
2020-10-30,Summarization,1520,4
2020-10-31,Generation,3348,2
2020-10-31,Embedding,891,3
2020-10-31,Summarization,1686,3
2020-11-01,Generation,4319,4
2020-11-01,Embedding,1167,1
2020-11-01,Summarization,2046,2
2020-11-02,Generation,4484,5
2020-11-02,Embedding,914,4
2020-11-02,Summarization,1587,2
2020-11-03,Generation,4006,5
2020-11-03,Embedding,980,3
2020-11-03,Summarization,1340,1
2020-11-04,Generation,4002,3
2020-11-04,Embedding,934,2
2020-11-04,Summarization,1888,1
2020-11-05,Generation,3895,1
2020-11-05,Embedding,1225,1
2020-11-05,Summarization,2127,3
2020-11-06,Generation,4283,5
2020-11-06,Embedding,1044,5
2020-11-06,Summarization,1677,2
2020-11-07,Generation,4208,3
2020-11-07,Embedding,890,2
2020-11-07,Summarization,1493,1
2020-11-08,Generation,4133,2
2020-11-08,Embedding,1044,3
2020-11-08,Summarization,1539,3
2020-11-09,Generation,4171,5
2020-11-09,Embedding,1114,1
2020-11-09,Summarization,1721,3
2020-11-10,Generation,4748,1
2020-11-10,Embedding,992,1
2020-11-10,Summarization,1570,1
2020-11-11,Generation,4223,2
2020-11-11,Embedding,1091,5
2020-11-11,Summarization,1984,3
2020-11-12,Generation,4326,4
2020-11-12,Embedding,1015,5
2020-11-12,Summarization,1739,2
2020-11-13,Generation,4106,3
2020-11-13,Embedding,1014,2
2020-11-13,Summarization,1781,3
2020-11-14,Generation,3983,3
2020-11-14,Embedding,951,3
2020-11-14,Summarization,1849,3
2020-11-15,Generation,5014,2
2020-11-15,Embedding,1086,3
2020-11-15,Summarization,1755,4
2020-11-16,Generation,4601,3
2020-11-16,Embedding,1074,4
2020-11-16,Summarization,2083,4
2020-11-17,Generation,4688,4
2020-11-17,Embedding,1225,1
2020-11-17,Summarization,1710,4
2020-11-18,Generation,3917,5
2020-11-18,Embedding,966,2
2020-11-18,Summarization,1488,3
2020-11-19,Generation,4554,4
2020-11-19,Embedding,1108,2
2020-11-19,Summarization,1703,2
2020-11-20,Generation,3899,1
2020-11-20,Embedding,1095,1
2020-11-20,Summarization,1756,1
2020-11-21,Generation,4936,4
2020-11-21,Embedding,1143,2
2020-11-21,Summarization,1861,4
2020-11-22,Generation,4000,5
2020-11-22,Embedding,1013,2
2020-11-22,Summarization,1734,1
2020-11-23,Generation,4143,1
2020-11-23,Embedding,1026,4
2020-11-23,Summarization,2026,2
2020-11-24,Generation,4285,3
2020-11-24,Embedding,1024,5
2020-11-24,Summarization,2073,3
2020-11-25,Generation,4209,3
2020-11-25,Embedding,933,2
2020-11-25,Summarization,1802,1
2020-11-26,Generation,4433,1
2020-11-26,Embedding,967,1
2020-11-26,Summarization,1778,4
2020-11-27,Generation,4737,3
2020-11-27,Embedding,1067,1
2020-11-27,Summarization,2062,5
2020-11-28,Generation,3880,5
2020-11-28,Embedding,1144,3
2020-11-28,Summarization,1873,2
2020-11-29,Generation,4067,2
2020-11-29,Embedding,1091,2
2020-11-29,Summarization,2000,1
2020-11-30,Generation,4280,3
2020-11-30,Embedding,1155,2
2020-11-30,Summarization,1976,3
2020-12-01,Generation,4943,3
2020-12-01,Embedding,885,1
2020-12-01,Summarization,1682,1
2020-12-02,Generation,4100,3
2020-12-02,Embedding,1053,3
2020-12-02,Summarization,1994,1
2020-12-03,Generation,4671,2
2020-12-03,Embedding,1124,1
2020-12-03,Summarization,1864,2
2020-12-04,Generation,4404,4
2020-12-04,Embedding,1087,1
2020-12-04,Summarization,1681,3
2020-12-05,Generation,4341,4
2020-12-05,Embedding,1040,1
2020-12-05,Summarization,1828,3
2020-12-06,Generation,4779,3
2020-12-06,Embedding,1010,5
2020-12-06,Summarization,1887,2
2020-12-07,Generation,4192,5
2020-12-07,Embedding,1020,1
2020-12-07,Summarization,2040,3
2020-12-08,Generation,4486,5
2020-12-08,Embedding,1113,3
2020-12-08,Summarization,1805,2
2020-12-09,Generation,4950,3
2020-12-09,Embedding,1089,2
2020-12-09,Summarization,1680,4
2020-12-10,Generation,4265,4
2020-12-10,Embedding,958,2
2020-12-10,Summarization,1928,2
2020-12-11,Generation,4771,2
2020-12-11,Embedding,1071,2
2020-12-11,Summarization,2127,2
2020-12-12,Generation,4355,1
2020-12-12,Embedding,1246,4
2020-12-12,Summarization,1641,1
2020-12-13,Generation,4645,4
2020-12-13,Embedding,1219,1
2020-12-13,Summarization,1909,4
2020-12-14,Generation,4469,5
2020-12-14,Embedding,1068,2
2020-12-14,Summarization,1727,1
2020-12-15,Generation,4253,5
2020-12-15,Embedding,1111,2
2020-12-15,Summarization,2246,3
2020-12-16,Generation,3978,3
2020-12-16,Embedding,1048,2
2020-12-16,Summarization,1906,3
2020-12-17,Generation,4406,4
2020-12-17,Embedding,1103,1
2020-12-17,Summarization,1888,1
2020-12-18,Generation,4376,1
2020-12-18,Embedding,1005,2
2020-12-18,Summarization,1929,1
2020-12-19,Generation,4687,1
2020-12-19,Embedding,1231,2
2020-12-19,Summarization,2030,4
2020-12-20,Generation,4497,3
2020-12-20,Embedding,1254,1
2020-12-20,Summarization,2064,2
2020-12-21,Generation,4980,3
2020-12-21,Embedding,970,3
2020-12-21,Summarization,2004,4
2020-12-22,Generation,4706,3
2020-12-22,Embedding,1003,1
2020-12-22,Summarization,2089,1
2020-12-23,Generation,4547,2
2020-12-23,Embedding,1099,2
2020-12-23,Summarization,1957,1
2020-12-24,Generation,4573,1
2020-12-24,Embedding,1192,3
2020-12-24,Summarization,1468,2
2020-12-25,Generation,4447,4
2020-12-25,Embedding,1113,1
2020-12-25,Summarization,2117,2
2020-12-26,Generation,3974,4
2020-12-26,Embedding,803,1
2020-12-26,Summarization,2285,3
2020-12-27,Generation,4330,3
2020-12-27,Embedding,1070,1
2020-12-27,Summarization,2233,2
2020-12-28,Generation,3992,5
2020-12-28,Embedding,1001,3
2020-12-28,Summarization,2127,4
2020-12-29,Generation,4377,2
2020-12-29,Embedding,1299,1
2020-12-29,Summarization,1978,1
2020-12-30,Generation,4368,2
2020-12-30,Embedding,1173,3
2020-12-30,Summarization,2191,4
2020-12-31,Generation,4988,2
2020-12-31,Embedding,934,2
2020-12-31,Summarization,2585,1
2021-01-01,Generation,4411,1
2021-01-01,Embedding,1048,2
2021-01-01,Summarization,2244,1
2021-01-02,Generation,4687,2
2021-01-02,Embedding,967,1
2021-01-02,Summarization,2215,3
2021-01-03,Generation,4448,3
2021-01-03,Embedding,1033,2
2021-01-03,Summarization,2354,2
2021-01-04,Generation,4443,2
2021-01-04,Embedding,1139,2
2021-01-04,Summarization,2393,2
2021-01-05,Generation,4654,1
2021-01-05,Embedding,1118,2
2021-01-05,Summarization,2445,2
2021-01-06,Generation,4943,4
2021-01-06,Embedding,939,1
2021-01-06,Summarization,2189,1
2021-01-07,Generation,4444,2
2021-01-07,Embedding,1153,3
2021-01-07,Summarization,2266,1
2021-01-08,Generation,4705,3
2021-01-08,Embedding,1220,1
2021-01-08,Summarization,2460,3
2021-01-09,Generation,4464,5
2021-01-09,Embedding,816,1
2021-01-09,Summarization,2174,3
2021-01-10,Generation,4689,3
2021-01-10,Embedding,1203,2
2021-01-10,Summarization,2205,3
2021-01-11,Generation,4225,5
2021-01-11,Embedding,1181,1
2021-01-11,Summarization,1637,4
2021-01-12,Generation,4487,4
2021-01-12,Embedding,1304,3
2021-01-12,Summarization,2058,3
2021-01-13,Generation,4572,4
2021-01-13,Embedding,999,1
2021-01-13,Summarization,2189,4
2021-01-14,Generation,5035,3
2021-01-14,Embedding,1248,1
2021-01-14,Summarization,2148,1
2021-01-15,Generation,4730,1
2021-01-15,Embedding,1034,2
2021-01-15,Summarization,2434,1
2021-01-16,Generation,3985,1
2021-01-16,Embedding,865,2
2021-01-16,Summarization,2378,1
2021-01-17,Generation,4675,2
2021-01-17,Embedding,1049,1
2021-01-17,Summarization,2130,3
2021-01-18,Generation,4552,3
2021-01-18,Embedding,952,1
2021-01-18,Summarization,2152,2
2021-01-19,Generation,5127,4
2021-01-19,Embedding,905,2
2021-01-19,Summarization,2687,4
2021-01-20,Generation,4630,2
2021-01-20,Embedding,1087,3
2021-01-20,Summarization,2850,1
2021-01-21,Generation,4886,4
2021-01-21,Embedding,1034,3
2021-01-21,Summarization,2313,1
2021-01-22,Generation,4329,5
2021-01-22,Embedding,1069,2
2021-01-22,Summarization,2321,2
2021-01-23,Generation,4554,3
2021-01-23,Embedding,1141,1
2021-01-23,Summarization,2072,4
2021-01-24,Generation,4489,5
2021-01-24,Embedding,1152,2
2021-01-24,Summarization,2332,4
2021-01-25,Generation,4175,1
2021-01-25,Embedding,1096,1
2021-01-25,Summarization,2365,2
2021-01-26,Generation,4741,3
2021-01-26,Embedding,1100,5
2021-01-26,Summarization,2190,1
2021-01-27,Generation,4979,4
2021-01-27,Embedding,1193,3
2021-01-27,Summarization,2661,2
2021-01-28,Generation,4365,1
2021-01-28,Embedding,1140,2
2021-01-28,Summarization,2416,4
2021-01-29,Generation,4485,5
2021-01-29,Embedding,1157,2
2021-01-29,Summarization,1978,1
2021-01-30,Generation,4767,1
2021-01-30,Embedding,1108,2
2021-01-30,Summarization,2421,5
2021-01-31,Generation,4330,5
2021-01-31,Embedding,1263,3
2021-01-31,Summarization,2146,1
2021-02-01,Generation,3819,4
2021-02-01,Embedding,1101,2
2021-02-01,Summarization,2480,3
2021-02-02,Generation,4382,3
2021-02-02,Embedding,1097,3
2021-02-02,Summarization,2949,5
2021-02-03,Generation,4462,3
2021-02-03,Embedding,1236,1
2021-02-03,Summarization,2633,5
2021-02-04,Generation,4448,3
2021-02-04,Embedding,1101,3
2021-02-04,Summarization,2272,3
2021-02-05,Generation,4269,2
2021-02-05,Embedding,1138,3
2021-02-05,Summarization,2968,5
2021-02-06,Generation,4501,1
2021-02-06,Embedding,1029,2
2021-02-06,Summarization,2667,2
2021-02-07,Generation,4688,5
2021-02-07,Embedding,1230,1
2021-02-07,Summarization,2837,4
2021-02-08,Generation,4871,4
2021-02-08,Embedding,1017,2
2021-02-08,Summarization,2426,3
2021-02-09,Generation,4768,2
2021-02-09,Embedding,1092,2
2021-02-09,Summarization,2809,4
2021-02-10,Generation,4437,4
2021-02-10,Embedding,818,3
2021-02-10,Summarization,2428,2
2021-02-11,Generation,5006,3
2021-02-11,Embedding,1067,3
2021-02-11,Summarization,2497,2
2021-02-12,Generation,4550,1
2021-02-12,Embedding,1068,2
2021-02-12,Summarization,2812,5
2021-02-13,Generation,4684,4
2021-02-13,Embedding,1128,1
2021-02-13,Summarization,2390,4
2021-02-14,Generation,4530,1
2021-02-14,Embedding,996,1
2021-02-14,Summarization,2631,2
2021-02-15,Generation,4028,4
2021-02-15,Embedding,1121,1
2021-02-15,Summarization,2566,4
2021-02-16,Generation,4505,3
2021-02-16,Embedding,1176,2
2021-02-16,Summarization,2550,5
2021-02-17,Generation,4298,2
2021-02-17,Embedding,1088,4
2021-02-17,Summarization,2984,2
2021-02-18,Generation,4953,5
2021-02-18,Embedding,1169,3
2021-02-18,Summarization,2845,1
2021-02-19,Generation,4321,1
2021-02-19,Embedding,1149,2
2021-02-19,Summarization,3073,1
2021-02-20,Generation,4500,2
2021-02-20,Embedding,933,3
2021-02-20,Summarization,2927,1
2021-02-21,Generation,4864,5
2021-02-21,Embedding,1183,2
2021-02-21,Summarization,3033,4
2021-02-22,Generation,4509,3
2021-02-22,Embedding,1178,2
2021-02-22,Summarization,2429,1
2021-02-23,Generation,4982,1
2021-02-23,Embedding,1044,3
2021-02-23,Summarization,2382,2
2021-02-24,Generation,4027,4
2021-02-24,Embedding,1032,2
2021-02-24,Summarization,2561,1
2021-02-25,Generation,4940,3
2021-02-25,Embedding,1069,2
2021-02-25,Summarization,2628,5
2021-02-26,Generation,4278,5
2021-02-26,Embedding,1082,3
2021-02-26,Summarization,2316,1
2021-02-27,Generation,5015,1
2021-02-27,Embedding,989,2
2021-02-27,Summarization,2460,2
2021-02-28,Generation,5331,2
2021-02-28,Embedding,1159,2
2021-02-28,Summarization,2731,3
2021-03-01,Generation,5079,1
2021-03-01,Embedding,1192,2
2021-03-01,Summarization,2884,4
2021-03-02,Generation,4586,1
2021-03-02,Embedding,1096,3
2021-03-02,Summarization,2416,2
2021-03-03,Generation,4984,1
2021-03-03,Embedding,1064,3
2021-03-03,Summarization,2583,4
2021-03-04,Generation,4368,3
2021-03-04,Embedding,1071,3
2021-03-04,Summarization,2087,4
2021-03-05,Generation,4472,5
2021-03-05,Embedding,928,1
2021-03-05,Summarization,2777,2
2021-03-06,Generation,4328,1
2021-03-06,Embedding,988,2
2021-03-06,Summarization,2635,1
2021-03-07,Generation,4734,3
2021-03-07,Embedding,1316,1
2021-03-07,Summarization,3198,4
2021-03-08,Generation,4798,3
2021-03-08,Embedding,1232,1
2021-03-08,Summarization,2465,2
2021-03-09,Generation,4509,5
2021-03-09,Embedding,1184,2
2021-03-09,Summarization,2727,3
2021-03-10,Generation,4346,5
2021-03-10,Embedding,950,1
2021-03-10,Summarization,2622,3
2021-03-11,Generation,5223,2
2021-03-11,Embedding,1269,3
2021-03-11,Summarization,2793,1
2021-03-12,Generation,4274,1
2021-03-12,Embedding,1093,3
2021-03-12,Summarization,2802,2
2021-03-13,Generation,4478,5
2021-03-13,Embedding,1077,1
2021-03-13,Summarization,2676,1
2021-03-14,Generation,4400,5
2021-03-14,Embedding,1127,2
2021-03-14,Summarization,2242,5
2021-03-15,Generation,4708,2
2021-03-15,Embedding,1072,1
2021-03-15,Summarization,2703,2
2021-03-16,Generation,4638,1
2021-03-16,Embedding,1252,3
2021-03-16,Summarization,2580,3
2021-03-17,Generation,4837,2
2021-03-17,Embedding,1375,3
2021-03-17,Summarization,2977,4
2021-03-18,Generation,4481,5
2021-03-18,Embedding,1151,2
2021-03-18,Summarization,3101,3
2021-03-19,Generation,4775,3
2021-03-19,Embedding,1177,1
2021-03-19,Summarization,2895,3
2021-03-20,Generation,4331,1
2021-03-20,Embedding,1040,1
2021-03-20,Summarization,3020,3
2021-03-21,Generation,5058,5
2021-03-21,Embedding,1265,3
2021-03-21,Summarization,2774,4
2021-03-22,Generation,5181,4
2021-03-22,Embedding,1325,1
2021-03-22,Summarization,2843,2
2021-03-23,Generation,5130,5
2021-03-23,Embedding,992,3
2021-03-23,Summarization,3034,1
2021-03-24,Generation,5027,5
2021-03-24,Embedding,1143,2
2021-03-24,Summarization,3281,3
2021-03-25,Generation,4812,1
2021-03-25,Embedding,1142,2
2021-03-25,Summarization,2659,4
2021-03-26,Generation,4598,5
2021-03-26,Embedding,1086,3
2021-03-26,Summarization,2491,5
2021-03-27,Generation,4130,5
2021-03-27,Embedding,1037,3
2021-03-27,Summarization,2675,3
2021-03-28,Generation,4794,1
2021-03-28,Embedding,1103,1
2021-03-28,Summarization,2885,4
2021-03-29,Generation,4651,2
2021-03-29,Embedding,1121,1
2021-03-29,Summarization,2739,4
2021-03-30,Generation,4553,2
2021-03-30,Embedding,1068,2
2021-03-30,Summarization,3058,2
2021-03-31,Generation,4850,2
2021-03-31,Embedding,1252,4
2021-03-31,Summarization,2631,4
2021-04-01,Generation,4974,2
2021-04-01,Embedding,1189,3
2021-04-01,Summarization,2418,1
2021-04-02,Generation,4946,4
2021-04-02,Embedding,940,1
2021-04-02,Summarization,2768,4
2021-04-03,Generation,4638,1
2021-04-03,Embedding,923,2
2021-04-03,Summarization,3329,3
2021-04-04,Generation,5163,2
2021-04-04,Embedding,1193,1
2021-04-04,Summarization,2621,2
2021-04-05,Generation,5606,3
2021-04-05,Embedding,1446,2
2021-04-05,Summarization,2918,1
2021-04-06,Generation,5261,2
2021-04-06,Embedding,1370,5
2021-04-06,Summarization,2889,3
2021-04-07,Generation,4821,2
2021-04-07,Embedding,1058,3
2021-04-07,Summarization,3151,4
2021-04-08,Generation,4449,4
2021-04-08,Embedding,1051,4
2021-04-08,Summarization,3200,3
2021-04-09,Generation,4945,5
2021-04-09,Embedding,1123,3
2021-04-09,Summarization,3034,4
2021-04-10,Generation,4668,1
2021-04-10,Embedding,1099,3
2021-04-10,Summarization,3152,2
2021-04-11,Generation,5212,4
2021-04-11,Embedding,1118,3
2021-04-11,Summarization,2830,2
2021-04-12,Generation,4837,2
2021-04-12,Embedding,1198,2
2021-04-12,Summarization,2649,5
2021-04-13,Generation,5078,5
2021-04-13,Embedding,976,1
2021-04-13,Summarization,3262,1
2021-04-14,Generation,5463,5
2021-04-14,Embedding,1230,3
2021-04-14,Summarization,2990,2
2021-04-15,Generation,4754,1
2021-04-15,Embedding,1163,3
2021-04-15,Summarization,2633,4
2021-04-16,Generation,4781,3
2021-04-16,Embedding,1333,3
2021-04-16,Summarization,2694,5
2021-04-17,Generation,5008,3
2021-04-17,Embedding,1371,1
2021-04-17,Summarization,3036,3
2021-04-18,Generation,5276,5
2021-04-18,Embedding,1192,2
2021-04-18,Summarization,2875,1
2021-04-19,Generation,4947,1
2021-04-19,Embedding,1249,1
2021-04-19,Summarization,3253,3
2021-04-20,Generation,4892,1
2021-04-20,Embedding,1317,2
2021-04-20,Summarization,2797,5
2021-04-21,Generation,4588,3
2021-04-21,Embedding,1099,2
2021-04-21,Summarization,2501,4
2021-04-22,Generation,4979,1
2021-04-22,Embedding,1148,2
2021-04-22,Summarization,2953,4
2021-04-23,Generation,4857,4
2021-04-23,Embedding,1143,3
2021-04-23,Summarization,2419,5
2021-04-24,Generation,4862,4
2021-04-24,Embedding,1275,3
2021-04-24,Summarization,2731,1
2021-04-25,Generation,5000,5
2021-04-25,Embedding,1197,1
2021-04-25,Summarization,2902,4
2021-04-26,Generation,5058,3
2021-04-26,Embedding,1276,3
2021-04-26,Summarization,2693,3
2021-04-27,Generation,5330,4
2021-04-27,Embedding,1157,1
2021-04-27,Summarization,3400,4
2021-04-28,Generation,4901,2
2021-04-28,Embedding,1289,5
2021-04-28,Summarization,2834,4
2021-04-29,Generation,4866,1
2021-04-29,Embedding,1141,5
2021-04-29,Summarization,3100,2
2021-04-30,Generation,5509,1
2021-04-30,Embedding,1236,1
2021-04-30,Summarization,2947,4
2021-05-01,Generation,4970,4
2021-05-01,Embedding,1221,1
2021-05-01,Summarization,3210,3
2021-05-02,Generation,4974,4
2021-05-02,Embedding,1183,1
2021-05-02,Summarization,2702,4
2021-05-03,Generation,5246,3
2021-05-03,Embedding,1275,1
2021-05-03,Summarization,3169,5
2021-05-04,Generation,4774,5
2021-05-04,Embedding,1179,2
2021-05-04,Summarization,3159,2
2021-05-05,Generation,4617,2
2021-05-05,Embedding,1135,5
2021-05-05,Summarization,2919,3
2021-05-06,Generation,4672,3
2021-05-06,Embedding,1287,3
2021-05-06,Summarization,3039,1
2021-05-07,Generation,5056,5
2021-05-07,Embedding,1325,1
2021-05-07,Summarization,3181,3
2021-05-08,Generation,4446,5
2021-05-08,Embedding,1202,3
2021-05-08,Summarization,3276,1
2021-05-09,Generation,4880,4
2021-05-09,Embedding,1198,1
2021-05-09,Summarization,2718,2
2021-05-10,Generation,5110,1
2021-05-10,Embedding,1164,3
2021-05-10,Summarization,3144,2
2021-05-11,Generation,4787,4
2021-05-11,Embedding,1442,1
2021-05-11,Summarization,3009,2
2021-05-12,Generation,4688,5
2021-05-12,Embedding,1032,1
2021-05-12,Summarization,2988,1
2021-05-13,Generation,5329,1
2021-05-13,Embedding,1150,2
2021-05-13,Summarization,3137,2
2021-05-14,Generation,4642,2
2021-05-14,Embedding,1226,3
2021-05-14,Summarization,2867,3
2021-05-15,Generation,4882,2
2021-05-15,Embedding,1172,3
2021-05-15,Summarization,2851,2
2021-05-16,Generation,5375,4
2021-05-16,Embedding,1253,2
2021-05-16,Summarization,2789,4
2021-05-17,Generation,4941,2
2021-05-17,Embedding,1199,3
2021-05-17,Summarization,2464,2
2021-05-18,Generation,5562,1
2021-05-18,Embedding,1156,3
2021-05-18,Summarization,2972,3
2021-05-19,Generation,5453,1
2021-05-19,Embedding,1307,4
2021-05-19,Summarization,2804,4
2021-05-20,Generation,5115,1
2021-05-20,Embedding,1052,2
2021-05-20,Summarization,3101,4
2021-05-21,Generation,5027,3
2021-05-21,Embedding,1289,3
2021-05-21,Summarization,2950,1
2021-05-22,Generation,5410,4
2021-05-22,Embedding,1184,2
2021-05-22,Summarization,3141,3
2021-05-23,Generation,4811,2
2021-05-23,Embedding,1111,3
2021-05-23,Summarization,3083,2
2021-05-24,Generation,5072,4
2021-05-24,Embedding,1167,3
2021-05-24,Summarization,3101,4
2021-05-25,Generation,5282,4
2021-05-25,Embedding,1350,3
2021-05-25,Summarization,3014,4
2021-05-26,Generation,5197,1
2021-05-26,Embedding,1369,1
2021-05-26,Summarization,2934,3
2021-05-27,Generation,4819,3
2021-05-27,Embedding,1390,2
2021-05-27,Summarization,3159,5
2021-05-28,Generation,4815,5
2021-05-28,Embedding,1159,1
2021-05-28,Summarization,2797,2
2021-05-29,Generation,4964,5
2021-05-29,Embedding,1402,3
2021-05-29,Summarization,2747,3
2021-05-30,Generation,4782,3
2021-05-30,Embedding,1115,1
2021-05-30,Summarization,3419,4
2021-05-31,Generation,4410,1
2021-05-31,Embedding,1228,3
2021-05-31,Summarization,2949,2
2021-06-01,Generation,5338,3
2021-06-01,Embedding,1327,1
2021-06-01,Summarization,2996,4
2021-06-02,Generation,5111,1
2021-06-02,Embedding,1154,1
2021-06-02,Summarization,3248,5
2021-06-03,Generation,4864,4
2021-06-03,Embedding,1215,2
2021-06-03,Summarization,2612,4
2021-06-04,Generation,5640,5
2021-06-04,Embedding,1156,1
2021-06-04,Summarization,3058,4
2021-06-05,Generation,5456,5
2021-06-05,Embedding,1136,2
2021-06-05,Summarization,3015,4
2021-06-06,Generation,4772,2
2021-06-06,Embedding,1117,3
2021-06-06,Summarization,3111,4
2021-06-07,Generation,5138,1
2021-06-07,Embedding,1299,2
2021-06-07,Summarization,2596,4
2021-06-08,Generation,4832,2
2021-06-08,Embedding,1195,2
2021-06-08,Summarization,2854,5
2021-06-09,Generation,4728,2
2021-06-09,Embedding,1116,1
2021-06-09,Summarization,3010,2
2021-06-10,Generation,5092,2
2021-06-10,Embedding,1231,4
2021-06-10,Summarization,3108,3
2021-06-11,Generation,4864,3
2021-06-11,Embedding,1249,2
2021-06-11,Summarization,3022,4
2021-06-12,Generation,5072,5
2021-06-12,Embedding,1381,1
2021-06-12,Summarization,2834,4
2021-06-13,Generation,5065,1
2021-06-13,Embedding,1207,2
2021-06-13,Summarization,2798,2
2021-06-14,Generation,4944,2
2021-06-14,Embedding,1365,2
2021-06-14,Summarization,2277,2
2021-06-15,Generation,5013,5
2021-06-15,Embedding,1235,2
2021-06-15,Summarization,2721,1
2021-06-16,Generation,5405,4
2021-06-16,Embedding,1291,3
2021-06-16,Summarization,2590,3
2021-06-17,Generation,5566,1
2021-06-17,Embedding,1053,4
2021-06-17,Summarization,2914,2
2021-06-18,Generation,5347,1
2021-06-18,Embedding,1140,2
2021-06-18,Summarization,2801,2
2021-06-19,Generation,5360,5
2021-06-19,Embedding,1290,3
2021-06-19,Summarization,2836,1
2021-06-20,Generation,5063,4
2021-06-20,Embedding,1127,1
2021-06-20,Summarization,2808,3
2021-06-21,Generation,5366,3
2021-06-21,Embedding,1347,3
2021-06-21,Summarization,2833,2
2021-06-22,Generation,4967,2
2021-06-22,Embedding,1159,1
2021-06-22,Summarization,2293,2
2021-06-23,Generation,5363,1
2021-06-23,Embedding,1170,1
2021-06-23,Summarization,3004,4
2021-06-24,Generation,5389,3
2021-06-24,Embedding,1190,1
2021-06-24,Summarization,2540,4
2021-06-25,Generation,4877,4
2021-06-25,Embedding,1437,1
2021-06-25,Summarization,3211,1
2021-06-26,Generation,5612,4
2021-06-26,Embedding,1032,1
2021-06-26,Summarization,2467,1
2021-06-27,Generation,5500,5
2021-06-27,Embedding,1118,4
2021-06-27,Summarization,2814,1
2021-06-28,Generation,4568,4
2021-06-28,Embedding,1157,5
2021-06-28,Summarization,3026,3
2021-06-29,Generation,5656,3
2021-06-29,Embedding,1236,3
2021-06-29,Summarization,2776,4
2021-06-30,Generation,5531,3
2021-06-30,Embedding,1387,2
2021-06-30,Summarization,2578,3
2021-07-01,Generation,5221,4
2021-07-01,Embedding,1111,3
2021-07-01,Summarization,2847,1
2021-07-02,Generation,5849,3
2021-07-02,Embedding,1313,5
2021-07-02,Summarization,2911,1
2021-07-03,Generation,5419,3
2021-07-03,Embedding,1290,1
2021-07-03,Summarization,2783,4
2021-07-04,Generation,5600,4
2021-07-04,Embedding,1288,4
2021-07-04,Summarization,2987,4
2021-07-05,Generation,5612,2
2021-07-05,Embedding,1024,3
2021-07-05,Summarization,2571,1
2021-07-06,Generation,5232,2
2021-07-06,Embedding,1245,5
2021-07-06,Summarization,2609,2
2021-07-07,Generation,5440,1
2021-07-07,Embedding,1091,1
2021-07-07,Summarization,2671,3
2021-07-08,Generation,5211,3
2021-07-08,Embedding,1210,3
2021-07-08,Summarization,3173,5
2021-07-09,Generation,5249,4
2021-07-09,Embedding,1136,1
2021-07-09,Summarization,2571,4
2021-07-10,Generation,4891,2
2021-07-10,Embedding,1398,1
2021-07-10,Summarization,2515,4
2021-07-11,Generation,5527,3
2021-07-11,Embedding,1111,2
2021-07-11,Summarization,2584,1
2021-07-12,Generation,5338,5
2021-07-12,Embedding,1129,2
2021-07-12,Summarization,2587,3
2021-07-13,Generation,4979,2
2021-07-13,Embedding,1290,4
2021-07-13,Summarization,3035,3
2021-07-14,Generation,5448,2
2021-07-14,Embedding,1264,2
2021-07-14,Summarization,2369,2
2021-07-15,Generation,5455,3
2021-07-15,Embedding,1359,2
2021-07-15,Summarization,2821,2
2021-07-16,Generation,5069,4
2021-07-16,Embedding,1295,3
2021-07-16,Summarization,2677,1
2021-07-17,Generation,5487,2
2021-07-17,Embedding,1307,3
2021-07-17,Summarization,2678,2
2021-07-18,Generation,4886,3
2021-07-18,Embedding,1282,3
2021-07-18,Summarization,2706,4
2021-07-19,Generation,5320,5
